Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
7/31/2017,Arizona,69,29479,28470,137.0733479,142.2764228,136.2817887,129.6453571,118.5111111,142.2911822,143.1208927,116.800671,142.2288287,89950,193900,249990,327962.5,418900,269000,173000,250000,275752,1.886792453,2.131361462,1.869508319,5000,5000,5000,1.338983051,1.122031122,0.93,0.713679636,0.785180716,0.902097084,1.138613861,1,1.2,0.842900302,0.911078717,941,1100,1289,1450,,1375,1200,850,1120,1400,1390,135,8.22,86.47,,,17.28698878,13.88288056,17.62345831,16.96986048,12.12185318,17.45574049,14.19,12085,12699,226700,114100,180600,217700,282200,408900,225100,143900,154100,225100,235400,383500,1299,1288,0.83,1155,1318
7/31/2017,Arkansas,85.25,16105,16710,105.8262712,76.35436647,92.96511628,111.8644214,110.5197084,92.9431543,119.127907,63.33399972,92.83746556,99900,89925,149900,275000,369900,164500,175000,167000,164500,3.361344538,,3.342658809,5100,,5100,1.02,0.75,0.774193548,0.796666667,,0.738750839,0.761054422,0.681306306,0.815217391,0.73779251,0.725918626,694,700,1050,1500,,1095,895,650,750,1100,1075,78,22.61,69.47,,,11.15982657,8.459765385,11.19079977,12.96614211,10.92896175,12.98407659,10.21,3429,3056,136100,95100,95400,140300,237000,359800,120500,67800,131500,120500,120500,208400,951,938,0.628,845,942
7/31/2017,California,56,59548,65146,428.4763314,326.6717909,277.2018572,272.6950355,290.8798714,297.901151,367.0721112,310.5011835,281.25,325000,384000,459000,605000,898888,499950,457500,699000,519000,2.757619739,2.546689304,2.779193114,14100,10100,15000,2.799263563,2.278571429,1.831501832,1.458394161,1.248738648,1.864881694,2.17540605,2,2.459016393,1.67724388,3.5,1950,2375,2750,3000,3505,2695,2600,1850,2222,2700,1915,331,9.65,85.38,93.07,6.93,12.26791769,10.13041727,12.68709042,13.45863353,10.75813188,13.99226357,17.16,41678,39768,457600,354100,428400,480000,599200,775800,507100,273000,464600,507100,516200,943600,2454,2445,1.586,2396,2458
7/31/2017,Colorado,52.75,19099,22818,320.0496278,250.8668889,215.2048993,212.0606061,230.2815425,225.8493716,279.0188915,216.8222222,220.9258414,250000,319000,382500,510000,685000,406500,323950,499000,420000,2.521343281,2.63227165,2.506265664,10000,10000,10000,1.9524618,1.582172702,1.349325337,1.129476584,1.077005924,1.388888889,1.540383014,1.543365668,1.768011091,1.324503311,2.481818182,1429,1650,1950,2250,2250,1825,1500,1200,1525,1950,1360,211,5.03,91.76,96.4,3.6,13.80128653,9.966684655,14.43296101,17.07965947,11.99780862,17.89832902,14.74,11865,9932,324100,221200,269900,332700,433300,504100,336200,207800,264700,336200,349200,550100,1852,1829,1.19,1609,1887
7/31/2017,Connecticut,93.25,18404,20258,174.6111659,155.7879911,168.3508342,171.7708122,192.7277399,171.7362378,154.1717823,83.85676771,174.7729575,155000,195000,275000,449000,699000,315000,214900,215000,339900,3.514226001,3.450060479,3.533568905,10000,7050,10000,1.754564256,1.35,1.264880952,1.091562903,0.65931168,1.362179487,1.416666667,1.013964725,1.369663442,1.326856148,2.146013986,1250,1450,1850,2300,1700,1800,1500,1250,1350,2000,1200,153,34.71,50.11,,,15.29201101,13.5937493,15.67936415,17.19188768,14.48367502,17.79700556,11.47,4325,3499,224600,122500,171300,237500,361000,570400,244200,148400,152700,244200,259400,446800,1755,1698,1.182,1379,1801
7/31/2017,Delaware,91.5,6104,6320,,143.7037037,140.7549584,131.2987652,148.2740985,140.5122655,176.4705882,82.25806452,139.5287982,159450,180000,251900,354900,499900,275900,269900,,276900,2.926829268,3.420074349,2.914285714,7100,5000,7400,1.363636364,1.153050672,0.926462073,0.809891107,,0.888888889,,1.083333333,1.252780586,0.883116883,,950,1175,1372.5,1733,,1350,1200,1000,1096,1350,1000,143,24.66,70.55,,,15.16420177,9.642808311,15.58684835,16.72115268,10.49618321,17.14285714,13.02,1614,1460,218900,135400,164900,213600,322500,378500,221600,144800,,221600,221400,350100,1404,1396,0.934,1314,1401
7/31/2017,DistrictofColumbia,59,1182,1230,572.9166667,550.2358491,445.5357143,467.2386895,579.9861496,517.5675676,573.9814815,,468.4495192,389000,575000,649000,850000,1796000,549999.5,465999,,650000,3.311847077,3.227802811,3.333333333,20000,15000,21000,3.291989664,3.044886786,2.452742243,2.100062568,,3.044505913,3.349673203,3.14359352,3.289949604,2.438109527,3.666103604,2280,3030,3550,3725,,2659,2412.5,2371.5,2350,3300,1830,491,17.92,70.63,,,15.8359921,15.00555868,16.49911066,16.39285714,15.6626506,16.91086691,16.59,844,725,537700,387600,534900,583000,828800,1455700,540700,302300,528200,540700,596000,944200,2689,2653,2.29,2606,2754
7/31/2017,Florida,93.75,135858,132464,235.5167811,158.395145,147.0063025,144.9469328,159.8763198,157.0548367,200.4650903,151.7377467,148.7414188,179900,198000,260000,359900,545900,279999,249900,289900,289900,2.756756757,3.225806452,2.638522427,9000,7000,9000,1.790633609,1.428571429,1.149932157,0.962606442,0.944669366,1.279172821,1.7,1.497630332,1.56962963,1.070336391,1.283783784,1350,1595,1795,2150,3000,1750,1700,1600,1580,1750,1650,132,13.16,81.08,,,14.9663923,12.12592357,16.17830508,14.79931746,11.32091578,16.21800407,11.13,41978,40337,203200,111600,154100,213800,309500,462400,209900,114900,164700,209900,223700,387500,1547,1543,1.06,1507,1558
7/31/2017,Georgia,70.75,49766,52998,208.2236842,125,103.0150754,108.6519337,117.4859028,107.6467421,149.0104773,,106.1285954,164900,159900,184500,289000,411900,235000,196115,,239900,2.777777778,2.632964718,2.777777778,7400,5000,7501,1.559283332,1.11337727,0.819672131,0.710666314,0.676395118,0.778388278,1.206038636,0.898224852,1.294557005,0.761745802,0.792682927,1210,1250,1275,1600,2000,1350,1350,950,1275,1350,1300,90,17.2,76.01,,,12.93939967,9.895346951,13.13643725,14.33435361,10.25356284,14.6038031,10.42,17429,17222,170600,142800,109800,145600,255300,380000,156800,82200,165300,156800,156400,311200,1238,1231,0.722,1288,1226
7/31/2017,Hawaii,80.75,6392,6626,600,517.1400786,453.7177542,448.9208633,428.5714286,490.5523256,556.4853556,409.7744361,444.732757,375000,529000,674000,899000,1249000,6.00E+05,475000,895000,725000,3.373356204,3.06122449,3.619060158,19000,13000,20000,3.070413806,2.47653806,2.015214625,1.822660099,1.093250267,2.382213479,2.789400279,2.447552448,2.652370203,1.890669955,3.709677419,1695,2100,2650,3150,2800,2300,2100,1795,2000,2750,1400,479,11.57,81.15,,,9.862128724,9.400380574,10.19164977,10.39097903,9.876847291,10.77546509,20.01,1443,1418,,364400,452200,623000,785600,920300,606600,326400,426800,606600,720800,976000,2438,2417,1.966,2087,2547
7/31/2017,Idaho,58.25,8275,9666,219.6836497,153.3251232,142.9428044,131.25,123.7125473,138.9644621,240.9638554,95.87628866,137.8579003,185000,190700,249000,299900,390000,274900,298000,257400,274900,2.942041777,3.765690377,2.941176471,9000,10000,8900,1.150460251,0.865800866,0.892428571,0.742574257,,0.864727001,0.961352657,0.828571429,0.879377104,0.861111111,,650,795,1200,1450,,1245,995,795,785,1250,,120,,,,,13.79180557,9.036251857,13.95795599,16.81086879,11.2244898,17.01370878,12.97,3028,2538,206800,143100,152500,185600,230700,274600,194500,128000,197000,194500,194600,317600,1219,1199,0.766,978,1203
7/31/2017,Illinois,84.75,51722,56528,132.0815385,125.1388697,133.5180203,142.8571429,162.3320981,137.9947917,145.5321608,82.7092885,137.2710623,118999.5,150000,204000,337850,390000,219900,225000,199000,219900,2.942041777,2.980030722,2.940938402,6400,6000,6500,2.021538462,1.51591205,1.333333333,1.166666667,1.037386443,1.270207852,1.4995,1.722222222,1.75,1.205673759,1.825,1395,1595,1850,2300,,1650,1700,1470,1550,1575,1450,131,28.16,62.14,,,16.64287371,14.34610862,17.08549554,18.76012399,15.44382968,19.42145787,9.56,20755,18753,1.87E+05,123900,128800,165100,271200,365600,168800,83600,172900,168800,167700,324900,1490,1476,1.12,1531,1449
7/31/2017,Indiana,67.75,21746,24202,84.86394558,81.09048724,95.47718196,100.1252087,98.56962124,95.06121628,99.11684783,42.68328045,94.95464853,75000,89900,155000,257990,365000,165900,145000,85000,168500,3.093102382,2.942907593,3.113145586,5000,5000,5000,1.075384615,0.868697034,0.798401941,0.705380072,,0.78125,0.833333333,0.883333333,0.952748312,0.775775776,0.821551713,725,825,1100,1375,,1095,1100,650,850,1080,1053.5,79,,,,,14.64757181,10.09796615,14.84398378,16.82576899,11.38907176,17.06648789,9.03,9531,9528,,68500,76200,124700,182700,219000,121800,65300,125000,121800,121400,214700,1102,1089,0.73,997,1095
7/31/2017,Iowa,72,12053,12786,130.2083333,110.5389242,130.2200348,138.0295854,147.3823141,128.1163435,127.6826723,59.35828877,128.2999486,108500,120000,184900,279000,365000,174500,184900,136000,171550,3.151515152,2.743439063,3.178620971,5000,5000,5000,1.161904762,0.975609756,0.931088489,0.817438692,,0.987204539,1,0.879565507,1,0.982730263,1.395886267,700,870,1200,,,1095,975,750,830,1125,875,108,33.33,56.37,,,11.05076706,7.336543873,11.2819883,13.18402217,8.743169399,13.46323746,9.92,4194,3484,,88800,103200,148600,197100,240500,127700,82600,115900,127700,128900,227700,1048,1040,0.884,991,1044
7/31/2017,Kansas,61.25,10559,11378,78.03308824,72.8816845,103.2338308,126.5541741,139.2085013,109.296875,85.28806584,91.19496855,109.5398124,66000,75000,148500,260000,347490,169900,,149925,169900,3.22684737,,3.226500323,5050,,5050,1.025388514,0.863797609,0.873823295,0.804828974,,0.861059861,0.8492569,0.75,0.921176046,0.862068966,,699.5,775,1100,1395,1200,1100,895,757,791,1100,,,,,,,14.02009075,,14.04329792,16.46675207,,16.49738742,9.92,3668,2903,,54200,71300,130200,,,125700,62200,119200,125700,125800,,1055,1046,0.772,969,1056
7/31/2017,Kentucky,67.75,15617,16729,95.58823529,95.101588,102.0967742,109.2676927,104.6985565,105.1789741,117.2705523,68.71565934,104.6470164,99000,118000,160900,274900,365000,173500,155000,144900,174900,3.285714286,2.942122708,3.306451613,5000,4950,5099,1.081818182,0.856935417,0.829268293,0.787401575,,0.845454545,1.045454545,0.776470588,0.952942386,0.829268293,0.922570918,775,850,1150,1500,,1100,1050,749,850,1100,995,98,19.7,73.59,,,12.2524956,10.11135031,12.36149139,14.17618704,11.31086142,14.32912202,10.39,4745,4102,146900,98400,110500,139200,227500,276500,135300,83900,126600,135300,135800,243700,1067,1047,0.786,1009,1051
7/31/2017,Louisiana,77,18215,18981,,99.93315508,110.6450954,121.208437,116.6946572,116.7731152,,100.2446887,116.051126,,124900,185000,278500,4.00E+05,205000,239000,259000,205000,3.06441526,3.8647343,3.049946079,6000,6000,6000,1.459170013,1.023557144,0.888888889,0.811286967,,0.927903872,1.058201058,1.239047619,1.180796731,0.918711684,0.959543568,950,1000,1200,1600,,1300,1350,1200,1100,1300,1400,97,,,,,15.88196977,12.68205108,16.00745173,17.30055307,13.5610766,17.44259201,,4102,3465,165100,70600,,139100,,382800,,95000,,,,259900,1271,1265,0.77,1331,1261
7/31/2017,Maine,79.25,7702,9446,203.8043478,173.0657359,150,137.3056995,122.6647001,160.593041,219.6249899,70.96908939,153.9655194,129650,184949.5,234900,298900,350000,234000,250000,179000,229900,4.060913706,3.603424895,4.109589041,10000,9500,10000,,1.441176471,1.187648456,,,1.347709507,1.675535478,1.25,1.457047325,1.198722725,,1100,1295,1450,1700,,1800,1850,1200,1200,1750,,160,26.27,64.67,,,11.45907128,7.833553976,11.85315633,15.12972001,10.27272727,15.63474809,11.05,,,,170500,196500,229100,284300,359700,206600,120900,216400,206600,205500,363200,1491,1360,1.152,1224,1442
7/31/2017,Maryland,85.5,20560,22559,193.3819705,175.4874652,171.0221328,167.880597,184.0767775,177.9239769,193.3811603,160.8027494,176.6568483,129900,215000,351074.5,488990,759990,309000,229900,269000,319900,2.953586498,3.164556962,2.942907593,10000,7900,10000,1.870171975,1.521673585,1.336588948,1.161290323,1,1.310861423,1.555088702,1.54431283,1.631481571,1.257825965,1.351351351,1367.5,1517,1720,2195,2800,1750,1600,1200,1500,1800,1734,174,25.66,59.79,,,17.18757968,13.98551415,17.56504456,18.96753511,14.7123623,19.46108635,12.49,8669,9633,257500,158300,189900,246800,374300,504500,268800,146900,227000,268800,280700,462000,1770,1761,1.2,1687,1794
7/31/2017,Massachusetts,72.75,15370,18132,390.3831424,250.0799747,227.5,226.5363484,207.8358209,240.9638554,278.5603715,134.6382063,233.0729167,299000,324900,379000,555000,649900,424900,379000,339900,435000,3.126954346,2.906838421,3.204225352,10100,10000,10900,3.11875,2.463054187,2.205926251,,,2.678111667,2.963702964,2.347058824,2.590909091,1.883381046,3.933333333,1950,2395,2850,3599,4200,2600,2500,2500,2500,2800,1685,235,8.63,85.05,,,13.24640339,10.27958134,14.21832966,14.69093735,10.68901304,15.96000157,14.32,8308,6530,350800,279100,292400,359500,507800,707100,376500,223300,329800,376500,384000,654500,2202,2185,1.38,2088,2236
7/31/2017,Michigan,67.75,40596,45906,126.6137041,117.96875,123.7016053,134.3754093,144.2040598,121.7100607,136.4561028,52.16666667,120.1098147,90000,130000,194900,327227,429900,169900,204900,129900,168846,3.846745653,3.045284837,3.875968992,6800,7000,6675,1.184210526,1.053155981,0.998069018,0.932437297,0.793078587,0.980957877,1.092447904,0.984848485,1.06,0.960334029,0.922356778,769.5,1005,1200,1900,,1125,1400,775,995,1075,950,104,16.63,77.65,,,13.31006955,10.72438076,13.59030158,15.79510905,12.31306778,16.15884371,9.78,19281,19010,,98700,115600,154900,278400,288000,133900,64700,177900,133900,131000,253900,1117,1110,0.904,1305,1094
7/31/2017,Minnesota,68.5,18147,21116,195.3801626,162.7604167,173.6496719,177.9798762,181.9104269,172.7430556,147.0588235,145.995671,173.554369,155000,184900,240000,339900,450000,249900,179000,214995,250000,3.064351379,3.227888961,3.06122449,9999,5000,10000,1.648849056,1.306306306,1.247858176,1.172268908,1.056733167,1.258680556,1.254844961,1.165853659,1.465263158,1.259443756,2,1205,1375,1575,1750,2011,1500,1300,975,1300,1550,1100,168,14.96,77.97,,,13.48756112,10.76835182,13.60714436,16.35013263,12.4535316,16.5244139,11.73,11647,9543,217300,137600,176000,221800,282300,359500,208300,125000,174000,208300,213300,347500,1434,1422,1.172,1367,1431
7/31/2017,Mississippi,88.25,12087,12334,,81.45477794,90.20236339,104.1719409,104.0758048,91.1855057,142.8995841,57.44466511,89.95115143,89900,103750,159900,265000,345900,175000,224900,137425,174900,3.448275862,2.246764372,3.449465333,5500,4350,5500,0.975,0.776165998,0.758427924,0.738461538,,0.758248731,0.988700565,0.692096643,0.8125,0.750609897,0.739773716,695,795,1100,1500,,1100,,700,797,1100,1050,70,,,,,11.83403523,5.754863234,12.09443921,13.43321322,6.451612903,13.71800776,8.77,1764,1712,,,,120000,215800,245000,114000,64900,,114000,114000,200400,1047,1037,0.67,880,1039
7/31/2017,Missouri,65,28017,30829,103.0671231,88.87273512,106.8584071,116.8955296,108.4005745,107.61563,121.4469335,57.20538721,106.6790353,79900,97800,164900,292500,379000,169900,154000,145900,170000,3.301100367,3.334444815,3.298141029,5100,5000,5100,1.141304348,0.891416333,0.845007371,0.703753351,0.405392502,0.840041491,0.967741935,0.733775811,1,0.827067669,0.992063492,770,817,1000,1250,1139.5,975,995,700,825,959,897,104,,,,,12.40432581,11.56830976,12.45353533,14.58017275,13.51955307,14.64108487,10.59,8555,7542,161500,80700,93300,147500,261300,304200,141000,75500,126600,141000,142300,259200,1086,1013,0.84,916,1028
7/31/2017,Montana,71.25,6189,6973,248.7029183,179.768447,175.4807692,178.352591,178.5882591,181.8607107,216.25,166.5919283,180.3815255,185000,219000,295000,369900,482450,3.00E+05,259900,280000,309900,3.454757993,,3.476978149,10000,,10000,1.152139037,1.003518673,1.007751938,1.070802137,,1.041666667,1.069059802,0.993333333,1.033918779,1.041666667,,690,850,1350,1500,,1200,,765,795,1250,600,160,,,,,9.121143268,2.808564052,9.535296129,12.19311855,4.672897196,12.66117305,13.41,1163,956,256200,144200,165000,212500,235500,280900,202900,140700,187700,202900,204300,318600,1249,1257,0.974,1194,1268
7/31/2017,Nebraska,58.75,4382,4776,140.625,124.6094756,132.1464903,126.606198,134.1408703,129.8497854,159.5224911,,128.8152106,119900,135000,179000,299670,349900,196950,235019,148200,195000,3.111802623,3.069498028,3.112840467,6000,7250,6000,1.112716763,0.988950276,1.013326605,0.75616134,,1.027115859,,0.881683732,1.035714286,1.027446818,,840,975,1295,1400,,,,725,900,1250,695,109,10.69,83.69,,,13.32037625,9.349526134,13.4818936,15.855573,11.49825784,16.02555389,9.87,2322,1969,167800,89200,110300,156500,242400,221100,150900,87400,154000,150900,151000,254800,1272,1261,0.922,1130,1268
7/31/2017,Nevada,60.5,14313,15050,196.8181818,153.6679392,150.8729095,144.113706,135.724279,150.1762348,144.0324074,100.240096,150.5431521,153400,195000,259000,341950,450000,289900,149900,260000,299000,2.326663564,3.626506024,2.2737608,9100,8000,9417.5,1.283683205,0.987948933,0.857657629,0.767918089,0.707644491,0.866381313,1.012476008,0.860263996,1.073791151,0.828402367,,925,1075,1350,1650,2095,1375,1050,895,1030,1440,,140,4.44,92.67,,,12.31083597,8.007261204,12.76421129,12.66621894,7.644166294,13.22519654,15.04,6196,5904,245300,,163400,235800,297100,388900,244600,147600,137500,244600,262500,382900,1318,1303,0.822,1027,1369
7/31/2017,NewHampshire,72.75,5868,7464,154.5168023,150.845306,151.9787645,153.6058715,114.8026316,155.4221368,162.0369583,95.2540107,154.4308981,115000,194900,275000,390000,367500,279900,209900,244900,289900,3.669724771,3.322404372,3.705075954,10000,7450,10000,1.65283517,1.395777778,1.10322396,1,,1.228209192,1.388597696,1.117647059,1.420753589,1.111111111,,1042,1369,1700,1850,,1695,1500,1212.5,1279.5,1750,875,150,12.42,81.14,,,9.909764312,7.254878892,10.3613613,12.82188841,9.28,13.41627137,11.74,,,,120900,189400,261300,344300,379400,246700,151200,186800,246700,262300,381000,1696,1638,1.104,1491,1718
7/31/2017,NewJersey,109.75,45364,50146,236.6710911,199.2561105,202.1349862,203.8368819,226.2443439,175.3440367,218.5860058,128.2142857,170.4798988,175450,232450,339900,524900,749900,299999,259900,289000,314900,3.592814371,3.577817531,3.600360401,10000,10000,10000,2.267973856,1.978992475,1.577464789,1.364605544,,1.474358974,1.779173208,1.818181818,2.030463883,1.321071087,1.438492063,1575,1925,2200,2600,,2000,1900,1700,1850,2000,1900,180,22.16,65.76,,,14.24222526,11.65795119,14.66379682,16.07886306,12.66009852,16.65046864,11.9,15985,13356,260600,200800,222300,278100,396100,545600,305200,169700,246700,305200,308500,545800,2062,2045,1.244,1830,2065
7/31/2017,NewMexico,80.5,11477,12338,173.75,134.5357776,127.2788204,136.7665342,146.7253848,132.0436317,163.0659537,77.20315333,131.2760417,149500,164000,212500,291500,449000,224650,175000,237465,225000,3.115142494,4.00160064,3.088235294,7000,9000,7000,1.108768169,0.94,0.81138321,0.682226212,,0.833333333,1.059020448,0.85,1.009221311,0.813295615,0.903698535,679,850,1200,1350,,1195,955,650,750,1200,800,94,,,,,12.86140017,9.926478692,13.00518798,15.24963821,11.8556701,15.41624494,12.08,2365,2294,193300,,119100,152400,226500,307500,173900,114200,,173900,174500,303200,1185,1174,0.678,1054,1177
7/31/2017,NewYork,118,61396,68097,349.8595506,164.6647993,124.9107143,132.3103648,144.1826923,176.3333333,975.5485293,246.9112455,148.2142857,289850,226550,199900,319000,510000,339900,738000,549000,299000,4.001066951,3.772858658,4.003202562,10000,20000,10000,3.207019704,2.499,2.3325,,,,4.741906992,3.111111111,2.916666667,,,2200,2450,2800,,,3250,3200,2550,2450,,2500,141,22.78,70.42,,,10.56781896,7.518147442,11.33017496,12.64640186,8.076284406,13.73936484,10.63,17888,16453,2.74E+05,157700,130900,152200,241700,360900,302100,114800,740100,302100,257400,680700,2159,2178,1.182,2276,2032
7/31/2017,NorthCarolina,72.5,47964,51922,191.9642857,121.6216216,114.6247663,122.6268412,134.7311605,121.3328504,160.7795637,110.2283987,120.361991,139250,153900,208000,339900,485000,249900,198000,208995,250000,2.810810811,2.994011976,2.801120448,7000,5150,7100,1.372221612,1.063829787,0.804539481,0.706319103,0.684014448,0.782344849,0.994318182,0.870924685,1.205997392,0.773558368,0.856979623,1035,1136,1250,1600,2050,1250,1100,800,1145,1295,1367,103,16.75,76.13,,,10.98435898,8.263394,11.11837368,12.56281985,9.331508099,12.73434094,11.25,16055,14562,181600,116500,108600,157900,277600,349300,161800,89300,142600,161800,163300,311200,1182,1171,0.748,1118,1178
7/31/2017,NorthDakota,79,3447,3702,,,,,,,,,,,,,,,,,,,2.942041777,,2.89199377,6500,,6750,1.024484536,0.828125,0.863484848,0.901525673,,0.923076923,,0.86875,0.872483221,0.924657534,1.151778792,640,730,1172.5,,,1200,,,750,1235,,179,,,,,14.95490988,,15.20189377,16.93215339,,17.23193596,12.79,789,743,224800,,186300,225200,262900,316300,201400,126300,166900,201400,206700,304700,1368,1349,1.1,1016,1367
7/31/2017,Ohio,68.25,36850,40835,103.4402824,83.43578272,94.1468254,107.5085324,97.92250233,98.63377609,102.5026624,39.34332738,98.35958005,85000,92750,139900,254997,289900,155000,139900,85500,158900,3.584229391,3.263403263,3.618817853,5100,5000,5100,1.13,0.928571429,0.827956765,0.775,,0.843495935,0.980392157,0.714285714,0.986872587,0.828808085,1.237335821,740,895,1075,1450,,1050,1115,700,870,1050,700,87,19.19,73.37,,,13.20007747,9.879095306,13.49025274,15.39153524,11.37627849,15.74477489,9.33,19349,16507,126300,72200,85800,125800,213900,241700,127800,68800,112300,127800,128700,234900,1122,1094,0.786,944,1116
7/31/2017,Oklahoma,80.5,19816,20754,79.26587302,68.81873383,97.42647059,109.8961181,115.5730534,98.86540779,81.81818182,87.25267596,99.05457234,69000,75000,162000,268000,390000,179900,99900,185000,180000,2.704164413,2.827763496,2.70343336,5000,3500,5000,0.971995212,0.811688312,0.781980533,0.759589158,0.44745296,0.785436842,0.821153846,0.736196319,0.840909091,0.784262126,0.773946046,670,770,1095,1450,1150,1075,,725,775,1095,1095,79,33.71,55.42,,,16.49514876,14.19606706,16.5318009,18.92790213,14.71571906,19.01889246,9.68,4873,4309,139600,63000,66800,119300,204200,265900,115300,62500,73100,115300,115800,202500,953,947,0.68,813,952
7/31/2017,Oregon,61.5,14148,16552,272.2078215,215.381027,193.9134845,190.365575,183.7494451,200.100553,253.841764,146.6380544,198.535081,240000,275000,334900,449900,554995,357995,277500,339925,360000,3.030762237,3.17903046,3.03030303,10100,10000,10100,2.030625832,1.471900089,1.206440455,1.035160776,0.820793434,1.21440536,,1.376468752,1.672535211,1.180599872,2.329545455,1341,1450,1775,2200,,1795,1550,1180,1397,1800,1385.5,200,7.8,87.49,,,12.64025181,11.54223427,12.70526841,15.22918152,12.72624434,15.37427457,15.27,6863,6035,299700,237100,258700,304000,407100,462700,311000,197500,248000,311000,316600,492100,1671,1650,1.102,1496,1680
7/31/2017,Pennsylvania,84.5,50253,54921,145.3683748,114.5287958,114.5454545,125.4343629,112.7235452,118.6611236,149.2901302,58.75220832,117.6229321,129900,135000,174500,308674.5,349900,194500,209900,129900,192000,3.555104114,3.171953255,3.57181127,6000,6000,6000,1.626317345,1.264705882,1.023809524,0.880234792,0.618293267,1.049399116,1.625597456,1.055555556,1.428270042,1,1.74563591,1100,1250,1400,1800,,1395,1510,1000,1250,1350,1165,115,26.54,63.42,,,14.92339056,13.24854248,15.00613338,17.2270273,14.68193384,17.35850049,10.67,17610,15149,161900,115600,127900,160200,288100,302100,159700,82700,131700,159700,164500,297900,1232,1217,0.898,1164,1232
7/31/2017,RhodeIsland,77.75,4042,4616,223.2142857,192.4277288,192.9385965,178.5395408,111.7991056,194.6557971,195.8782498,96.40745656,194.4444444,185000,229900,289900,399900,269900,299000,249900,224900,308500,3.567428335,3.414387031,3.572704537,10000,10000,10000,1.651446281,1.4375,1.35,1.234502213,0.721433391,1.492537313,1.618744996,1.083333333,1.431282901,1.402805611,,1200,1450,1800,2350,2000,1900,1600,1350,1400,2100,1150,183,7.07,88.52,,,12.76094569,10.44833257,13.30136729,14.5309626,11.15879828,15.2640418,12.42,,,,174600,214100,256000,372300,493400,255100,177900,195200,255100,260500,433900,1656,1599,1.244,1355,1675
