Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
9/30/1997,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30.02,61.57,,,,,,,,,,,,,55900,62200,78900,97100,,68900,51000,86400,68900,68200,115800,,,,,
9/30/1997,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78400,,,,,,,,
9/30/1997,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,30.62,62.05,,,,,,,,,,,,,54900,68700,86200,139300,158000,81400,51100,86100,81400,81100,143000,,,,,
9/30/1997,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86100,,,,49600,,,,,,,,,
9/30/1997,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,81600,98000,123700,147100,91300,62800,81700,91300,92200,152100,,,,,
9/30/1997,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,44.85,45.36,,,,,,,,,,,,,73100,89000,119500,173000,234500,127000,74000,106700,127000,133500,211900,,,,,
9/30/1997,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,21.35,69.92,,,,,,,,,,,,,87500,114600,145400,207100,270800,146600,93400,113100,146600,153300,247500,,,,,
9/30/1997,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,28.78,66.42,,,,,,,,,,,,,67800,81000,108200,180900,172600,91100,56000,123100,91100,88700,162600,,,,,
9/30/1997,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,27.57,63.21,,,,,,,,,,,,,61200,88100,105800,134800,171800,101400,66100,93800,101400,102300,162900,,,,,
9/30/1997,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,73300,129100,132200,67000,40700,,67000,67000,119900,,,,,
9/30/1997,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,53200,65300,98000,160300,200100,90400,56500,79600,90400,91400,155300,,,,,
9/30/1997,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,16.28,74.48,,,,,,,,,,,,,56400,66300,92100,142800,116700,87700,54900,93100,87700,87300,144500,,,,,
9/30/1997,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,31.48,52.41,,,,,,,,,,,,,,96200,125500,158500,218500,129800,89100,88500,129800,138800,198900,,,,,
9/30/1997,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65.3,31.12,,,,,,,,,,,,,60600,83200,111000,146500,163300,103700,68600,81300,103700,110200,163500,,,,,
9/30/1997,NewJersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,39.95,50.51,,,,,,,,,,,,,84300,108800,132800,184800,225700,141600,87600,93700,141600,145000,233600,,,,,
9/30/1997,NewMexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,85300,103500,147200,177000,119800,86600,,119800,120300,179200,,,,,
9/30/1997,NewYork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03,55.69,,,,,,,,,,,,,,71200,85300,,164800,,65200,,,,,,,,,
9/30/1997,NorthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,25.98,66.15,,,,,,,,,,,,,62700,67100,99200,168500,203800,99500,57900,93600,99500,100200,176700,,,,,
9/30/1997,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,30.49,59.89,,,,,,,,,,,,,52200,68000,92800,147500,161400,92700,56200,87600,92700,93200,159000,,,,,
9/30/1997,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,32.46,58.85,,,,,,,,,,,,,31700,34200,63000,111200,128000,59300,33700,43400,59300,59700,108400,,,,,
9/30/1997,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,18.42,74.01,,,,,,,,,,,,,90500,104100,135000,175700,200500,134700,90800,121000,134700,135600,207500,,,,,
9/30/1997,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,39.67,50.75,,,,,,,,,,,,,59100,71500,87500,156700,149300,85300,46900,53100,85300,91300,153500,,,,,
9/30/1997,RhodeIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,43.05,45.87,,,,,,,,,,,,,75600,96100,116400,154900,200000,114300,83400,91300,114300,116400,176900,,,,,
9/30/1997,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,29.57,62.46,,,,,,,,,,,,,66300,67600,92500,152700,,83900,48700,89300,83900,83000,159700,,,,,
9/30/1997,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,56700,77400,90300,108100,135800,90700,64700,92900,90700,90700,136200,,,,,
9/30/1997,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,58200,56000,86700,153900,218400,76200,43300,93900,76200,75200,143900,,,,,
9/30/1997,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,79200,133700,,84600,,,84600,85200,151900,,,,,
9/30/1997,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,109100,134300,149400,180200,139100,105100,121000,139100,142200,202700,,,,,
9/30/1997,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,39.21,51.52,,,,,,,,,,,,,102800,102900,119700,147000,161100,,,105400,,,162100,,,,,
9/30/1997,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,36.9,50.88,,,,,,,,,,,,,76300,78400,103900,173300,234100,114900,68000,117600,114900,114100,207400,,,,,
9/30/1997,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,18.32,74.48,,,,,,,,,,,,,94800,113600,144400,185200,211300,143600,92400,121600,143600,146100,227600,,,,,
9/30/1997,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,38.59,57.59,,,,,,,,,,,,,,,54300,71300,76900,41200,,64300,41200,41000,77900,,,,,
9/30/1997,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,37.98,53.97,,,,,,,,,,,,,72400,81200,102700,128700,147900,99700,66300,98600,99700,99800,158100,,,,,
10/31/1997,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,19.91,75.87,,,,,,,,,,,,,59000,51300,82800,154100,210700,81800,44000,100400,81800,81100,143700,,,,,
10/31/1997,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229700,,,,,
10/31/1997,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,22.91,67.46,,,,,,,,,,,,,62900,92300,103700,136700,199500,109700,71200,83600,109700,113800,179900,,,,,
10/31/1997,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,30.93,62.31,,,,,,,,,,,,,56300,59600,82500,138900,208300,67700,39100,79900,67700,67700,120700,,,,,
10/31/1997,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,30.58,61.22,,,,,,,,,,,,,95000,127400,154600,203900,275300,162600,97100,140600,162600,166400,291900,,,,,
10/31/1997,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,17.39,74.15,,,,,,,,,,,,,81300,107600,137800,187400,224700,137200,89900,107600,137200,142700,224600,,,,,
10/31/1997,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,36.45,53.58,,,,,,,,,,,,,62600,98200,135700,204300,311500,137100,84400,84500,137100,146500,243700,,,,,
10/31/1997,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,26.39,64.58,,,,,,,,,,,,,83600,86800,106900,160100,182600,111000,75400,,111000,110800,168000,,,,,
10/31/1997,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,33.17,58.74,,,,,,,,,,,,,44800,67600,93400,139100,209200,89900,53700,72900,89900,96500,162700,,,,,
10/31/1997,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,23.53,68.77,,,,,,,,,,,,,80100,68600,93500,157500,224700,98500,61200,95500,98500,98500,173700,,,,,
10/31/1997,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,71.57,25.05,,,,,,,,,,,,,137000,170900,218700,278000,321200,214900,126200,161700,214900,246200,350700,,,,,
10/31/1997,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,72300,81700,105000,134600,160600,111700,80400,101000,111700,111900,171400,,,,,
10/31/1997,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,36.16,54.87,,,,,,,,,,,,,84100,94400,116700,181700,235100,117700,64600,111400,117700,120200,202200,,,,,
10/31/1997,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,46800,57400,85000,,133200,81500,51400,93600,81500,81000,134000,,,,,
10/31/1997,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,34,56.69,,,,,,,,,,,,,56000,62200,78300,96100,,68300,51000,87700,68300,67800,115800,,,,,
10/31/1997,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79700,,,,,,,,
10/31/1997,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,30.94,61.14,,,,,,,,,,,,,55000,69100,86600,139700,159400,81800,51100,86400,81800,81600,143600,,,,,
10/31/1997,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86700,,,,49800,,,,,,,,,
10/31/1997,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,82500,98800,124700,148600,92100,63100,83000,92100,93100,152900,,,,,
10/31/1997,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,41.2,48.91,,,,,,,,,,,,,73000,88900,119500,173300,234800,127100,73900,106600,127100,133400,212200,,,,,
10/31/1997,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,17.19,74.94,,,,,,,,,,,,,88100,115100,145900,208000,272600,147100,93700,114000,147100,153900,248800,,,,,
10/31/1997,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,30.19,64.84,,,,,,,,,,,,,68300,81500,108900,181900,173100,91500,56300,124000,91500,89300,163400,,,,,
10/31/1997,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,26.81,63.91,,,,,,,,,,,,,61300,88700,106300,135200,172100,101900,66400,94300,101900,102900,163600,,,,,
10/31/1997,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,73900,130800,133700,67700,41000,,67700,67700,121400,,,,,
10/31/1997,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,53300,65600,98300,160800,201100,91000,56700,80100,91000,92000,155900,,,,,
10/31/1997,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,21.13,68.44,,,,,,,,,,,,,56800,66600,92500,143400,117100,88100,55300,93500,88100,87600,145000,,,,,
10/31/1997,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,29.36,55.37,,,,,,,,,,,,,,96300,125800,158700,218900,130000,89400,88700,130000,139100,199200,,,,,
10/31/1997,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,65.82,31.24,,,,,,,,,,,,,60200,83500,111900,147600,164400,104500,69000,81900,104500,111100,165000,,,,,
10/31/1997,NewJersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,40.29,50.3,,,,,,,,,,,,,83900,108900,133000,185300,226300,141900,87600,93900,141900,145400,234400,,,,,
10/31/1997,NewMexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,85900,104400,147300,177500,120600,87100,,120600,121100,180300,,,,,
10/31/1997,NewYork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,55.49,,,,,,,,,,,,,,71100,85300,,165200,,65200,,,,,,,,,
10/31/1997,NorthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,23.97,69.09,,,,,,,,,,,,,63100,67400,99700,169200,205100,100100,58400,94100,100100,100600,177800,,,,,
10/31/1997,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,25.12,65.85,,,,,,,,,,,,,52400,68200,93100,148100,161900,93300,56400,87900,93300,93600,159300,,,,,
10/31/1997,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,30.2,60.41,,,,,,,,,,,,,31800,34300,63500,111800,129000,59600,33900,43600,59600,60200,108900,,,,,
10/31/1997,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,17.34,75.3,,,,,,,,,,,,,91300,104800,135500,176700,202100,135400,91300,122200,135400,136400,208700,,,,,
10/31/1997,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,36.62,54.1,,,,,,,,,,,,,59400,71800,87800,157200,149700,85500,46800,53200,85500,91500,153900,,,,,
10/31/1997,RhodeIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,42.62,46.37,,,,,,,,,,,,,75800,96200,116700,155400,200500,114600,83300,91200,114600,116600,177700,,,,,
10/31/1997,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,25.61,67.32,,,,,,,,,,,,,66800,67800,92700,153500,,84000,49000,89400,84000,83400,160200,,,,,
10/31/1997,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,56700,77100,90400,108800,136300,90600,64900,93000,90600,90600,136600,,,,,
10/31/1997,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,58400,56400,87100,154400,219300,76700,43200,94300,76700,75700,144600,,,,,
10/31/1997,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,79600,134100,,84800,,,84800,85300,152500,,,,,
10/31/1997,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,109200,134700,150000,180900,139500,105600,121300,139500,142600,203600,,,,,
10/31/1997,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,52.89,38.36,,,,,,,,,,,,,100900,100700,118400,144700,159100,,,103800,,,160300,,,,,
10/31/1997,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,35.9,52.02,,,,,,,,,,,,,76300,78700,104300,173800,235100,115200,68100,117800,115200,114600,208200,,,,,
10/31/1997,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,17.06,76.32,,,,,,,,,,,,,95200,114200,145200,186200,212800,144300,92700,122300,144300,146700,228900,,,,,
10/31/1997,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,40.03,56.19,,,,,,,,,,,,,,,54700,71900,77600,41300,,64300,41300,41100,78400,,,,,
10/31/1997,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,32.57,59.82,,,,,,,,,,,,,72400,81800,103600,129500,148900,100900,67900,99200,100900,101300,159500,,,,,
11/30/1997,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,22.62,72.68,,,,,,,,,,,,,59000,51200,83000,154600,212000,81900,43900,101200,81900,81500,144200,,,,,
11/30/1997,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229800,,,,,
11/30/1997,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,22.55,67.91,,,,,,,,,,,,,63300,92900,104300,138000,201200,110000,71500,83900,110000,114400,180900,,,,,
11/30/1997,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,35.25,57.56,,,,,,,,,,,,,56300,59600,82700,139700,209500,67900,39200,80500,67900,67900,121200,,,,,
11/30/1997,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,28.45,63.85,,,,,,,,,,,,,96000,127900,155300,205300,277700,163700,97500,141800,163700,167300,294900,,,,,
11/30/1997,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,20.34,70.82,,,,,,,,,,,,,81900,108300,138400,188400,226300,137900,90400,108300,137900,143300,226400,,,,,
11/30/1997,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,33.22,56.53,,,,,,,,,,,,,62600,98600,136100,204700,313200,137600,84600,84700,137600,146900,245300,,,,,
11/30/1997,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,20.62,71.91,,,,,,,,,,,,,83900,87100,107300,160400,183600,111600,75800,,111600,111500,168800,,,,,
11/30/1997,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,32.61,59.73,,,,,,,,,,,,,45100,67800,93600,139600,211000,90200,54000,73100,90200,97000,163400,,,,,
11/30/1997,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,24.47,67.12,,,,,,,,,,,,,80300,69000,94100,158100,225600,99000,61600,96000,99000,99100,174400,,,,,
11/30/1997,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,63.83,31.86,,,,,,,,,,,,,135700,170100,217400,277900,321100,213800,125000,161000,213800,245500,350400,,,,,
11/30/1997,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,72600,82100,105400,134600,160500,112300,80600,101800,112300,112600,171500,,,,,
11/30/1997,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,37.42,53.63,,,,,,,,,,,,,84300,94600,117000,182300,235900,118100,64800,111500,118100,120500,202600,,,,,
11/30/1997,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,47300,57700,85700,,134300,82300,51400,94400,82300,81800,135000,,,,,
11/30/1997,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,38.28,52.35,,,,,,,,,,,,,56400,62400,78400,95900,,68200,51600,88200,68200,67700,116500,,,,,
11/30/1997,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80500,,,,,,,,
11/30/1997,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,32.36,59.31,,,,,,,,,,,,,55400,69400,87400,140500,160900,82400,51400,86700,82400,82100,144400,,,,,
11/30/1997,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87300,,,,50400,,,,,,,,,
11/30/1997,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,83000,99600,125900,150100,93200,63400,84100,93200,94100,154000,,,,,
11/30/1997,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,40.51,49.71,,,,,,,,,,,,,73000,88700,119500,173500,235200,127100,73900,107100,127100,133500,212500,,,,,
11/30/1997,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,15.96,76.78,,,,,,,,,,,,,88500,115500,146400,209300,274800,147900,93900,114800,147900,154600,250500,,,,,
11/30/1997,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,31.82,62.86,,,,,,,,,,,,,68600,82100,109700,182900,174000,92200,56800,124700,92200,90100,164500,,,,,
11/30/1997,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,25.29,66.35,,,,,,,,,,,,,61700,89200,106900,135900,172900,102500,66900,94700,102500,103500,164300,,,,,
11/30/1997,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,75000,132300,135100,68200,41500,,68200,68300,122900,,,,,
11/30/1997,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,53000,66000,98600,161400,201700,91300,56900,80500,91300,92400,156700,,,,,
11/30/1997,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,22.08,65.75,,,,,,,,,,,,,57000,66900,93000,144100,117200,88500,55600,94100,88500,88100,145700,,,,,
